mileage,make,fuel,offerType,price,hp,year
84750,,,,7700,90.0,2013
218690,,,,7777,160.0,2013
197000,,,,7799,136.0,2013
75990,,,,7800,101.0,2013
108000,,,,7890,125.0,2013
27350,,,,7890,68.0,2013
31000,,,,7900,71.0,2013
97390,,,,7900,90.0,2013
58500,,,,7480,99.0,2014
26500,,,,7490,71.0,2014
26500,,,,7490,71.0,2014
74000,,,,7500,90.0,2014
124669,,,,7500,116.0,2014
38500,,,,7500,77.0,2014
22600,,,,7680,82.0,2014
145982,,,,7790,90.0,2014
36362,,,,7800,75.0,2014
120440,,,,7880,110.0,2014
48300,,,,7880,105.0,2014
179999,,,,7900,132.0,2014
113000,,,,7900,140.0,2014
50000,,,,7900,69.0,2014
186700,,,,7980,163.0,2014
134300,,,,7980,90.0,2014
78819,,,,7990,116.0,2015
135000,,,,7990,128.0,2015
58700,,,,7990,87.0,2015
79999,,,,7999,71.0,2015
29000,,,,8100,82.0,2015
139624,,,,8150,110.0,2015
34000,,,,8200,69.0,2015
50000,,,,8200,114.0,2015
75000,,,,8280,99.0,2015
139924,,,,8290,150.0,2015
89000,,,,8300,101.0,2015
76000,,,,8300,165.0,2015
41000,,,,8399,75.0,2015
57800,,,,8400,75.0,2015
16286,,,,8400,75.0,2015
33600,,,,8400,71.0,2015
58663,,,,8480,99.0,2015
74000,,,,8480,110.0,2015
54500,,,,7750,75.0,2016
100000,,,,7750,110.0,2016
31755,,,,7780,80.0,2016
198200,,,,7780,170.0,2016
74000,,,,7799,90.0,2016
67000,,,,7950,69.0,2016
74600,,,,7950,90.0,2016
18335,,,,7980,60.0,2016
149800,,,,7980,136.0,2016
163700,,,,7980,160.0,2016
63116,,,,7990,90.0,2016
47280,,,,7990,90.0,2016
60000,,,,7990,69.0,2016
70160,,,,7990,75.0,2016
27000,,,,7990,69.0,2016
35510,,,,7990,75.0,2016
32000,,,,7990,68.0,2016
19000,,,,7990,69.0,2016
35399,,,,7990,87.0,2016
187000,,,,8000,131.0,2016
80290,,,,21445,150.0,2017
46327,,,,21480,150.0,2017
61200,,,,21500,150.0,2017
21300,,,,21700,150.0,2017
48500,,,,21890,230.0,2017
179700,,,,21890,190.0,2017
24000,,,,22450,150.0,2017
83450,,,,22480,150.0,2017
91475,,,,22580,170.0,2017
77200,,,,22700,190.0,2017
85990,,,,22895,184.0,2017
112590,,,,23385,190.0,2017
57200,,,,23700,150.0,2017
103701,,,,23880,252.0,2017
52300,,,,23890,150.0,2017
66400,,,,24460,150.0,2017
46657,,,,25880,150.0,2017
27300,,,,25900,192.0,2017
53200,,,,25900,150.0,2017
108000,,,,25990,170.0,2017
41010,,,,20480,140.0,2018
208250,,,,20587,150.0,2018
41100,,,,20590,192.0,2018
33400,,,,20890,150.0,2018
42200,,,,21650,150.0,2018
118100,,,,21750,190.0,2018
67990,,,,21785,150.0,2018
4869,,,,21880,125.0,2018
12100,,,,21950,156.0,2018
117900,,,,22340,190.0,2018
23000,,,,22460,116.0,2018
24500,,,,22845,150.0,2018
105900,,,,22940,190.0,2018
20700,,,,22945,150.0,2018
23050,,,,22980,140.0,2018
25500,,,,23500,184.0,2018
5692,,,,23774,150.0,2018
23400,,,,23890,150.0,2018
108000,,,,23940,190.0,2018
12350,,,,24645,150.0,2018
29013,,,,17290,95.0,2019
14800,,,,17480,116.0,2019
10450,,,,17840,116.0,2019
21500,,,,17880,131.0,2019
45450,,,,17980,116.0,2019
13212,,,,17980,116.0,2019
12316,,,,18301,125.0,2019
46700,,,,18440,116.0,2019
18000,,,,18480,116.0,2019
12500,,,,18480,120.0,2019
19000,,,,18890,150.0,2019
17500,,,,18950,116.0,2019
18650,,,,18950,116.0,2019
19900,,,,18980,131.0,2019
52000,,,,18990,120.0,2019
10200,,,,19380,131.0,2019
53900,,,,19390,188.0,2019
65990,,,,19980,150.0,2019
8500,,,,19980,131.0,2019
10,,,,19980,101.0,2019
10000,,,,34440,150.0,2020
19900,,,,34880,150.0,2020
9900,,,,35250,190.0,2020
10000,,,,35440,218.0,2020
4500,,,,35645,150.0,2020
1606,,,,35990,150.0,2020
11113,,,,36880,190.0,2020
15786,,,,36960,190.0,2020
50,,,,37730,184.0,2020
11100,,,,37980,190.0,2020
11750,,,,37999,150.0,2020
163450,,,,6185,125.0,2011
139000,,,,6200,105.0,2011
94000,,,,6400,86.0,2011
144448,,,,6450,111.0,2011
54800,,,,6480,90.0,2011
58000,,,,6480,109.0,2011
85400,,,,6490,69.0,2011
77538,,,,6490,99.0,2011
82000,,,,6490,90.0,2011
200000,,,,6499,184.0,2011
139000,,,,6500,160.0,2011
203074,,,,6583,111.0,2011
69255,,,,6599,86.0,2011
72865,,,,6599,156.0,2011
104719,,,,6640,86.0,2011
112000,,,,6650,131.0,2011
65701,,,,6780,140.0,2011
103920,,,,6790,122.0,2011
42900,,,,6800,60.0,2011
116000,,,,6890,105.0,2011
116000,,,,6200,86.0,2012
90400,,,,6490,117.0,2012
138290,,,,6490,150.0,2012
106181,,,,6490,140.0,2012
36000,,,,6490,84.0,2012
87061,,,,6499,101.0,2012
168000,,,,6500,105.0,2012
74500,,,,6690,120.0,2012
191120,,,,6700,170.0,2012
47000,,,,6790,105.0,2012
65000,,,,6790,120.0,2012
136000,,,,6790,131.0,2012
101360,,,,6799,90.0,2012
182008,,,,6799,163.0,2012
61980,,,,6850,109.0,2012
70000,,,,6880,86.0,2012
75500,,,,6888,105.0,2012
98201,,,,6890,86.0,2012
103800,,,,6890,98.0,2012
61000,,,,7450,71.0,2013
44925,,,,7460,60.0,2013
78000,,,,7489,90.0,2013
130000,,,,7490,105.0,2013
68982,,,,7499,99.0,2013
80000,,,,7499,101.0,2013
169100,,,,7500,124.0,2013
114620,,,,7500,86.0,2013
83900,,,,7590,99.0,2013
79723,,,,7599,90.0,2013
80621,,,,7640,110.0,2013
57000,,,,7640,90.0,2013
67000,,,,7750,105.0,2013
75700,,,,7750,125.0,2013
26599,,,,7750,69.0,2013
32408,,,,7780,84.0,2013
39184,,,,7790,86.0,2013
103944,,,,7790,160.0,2013
169300,,,,7799,150.0,2013
106575,,,,7799,160.0,2013
81600,,,,7300,131.0,2014
76000,,,,7390,90.0,2014
46000,,,,7399,87.0,2014
187918,,,,7400,105.0,2014
114350,,,,7400,110.0,2014
30293,,,,7490,99.0,2014
37652,,,,7495,92.0,2014
42000,,,,7498,77.0,2014
80348,,,,7499,99.0,2014
88500,,,,7500,105.0,2014
86247,,,,7560,99.0,2014
145956,,,,7600,114.0,2014
34007,,,,7650,75.0,2014
179835,,,,7700,105.0,2014
48000,,,,7750,90.0,2014
105000,,,,7790,99.0,2014
54200,,,,7790,69.0,2014
57551,,,,7840,98.0,2014
50100,,,,7880,110.0,2014
46000,,,,7790,69.0,2015
43020,,,,7800,75.0,2015
150913,,,,7800,114.0,2015
38621,,,,7830,90.0,2015
57933,,,,7900,69.0,2015
57309,,,,7900,60.0,2015
70950,,,,7950,90.0,2015
65245,,,,7950,82.0,2015
102545,,,,7970,135.0,2015
200000,,,,7985,105.0,2015
60582,,,,7990,69.0,2015
101500,,,,7990,99.0,2015
19827,,,,7990,94.0,2015
48100,,,,7990,90.0,2015
116000,,,,7990,95.0,2015
40500,,,,7990,125.0,2015
98911,,,,7990,75.0,2015
116870,,,,7990,90.0,2015
12400,,,,7370,75.0,2016
97750,,,,7390,84.0,2016
60800,,,,7400,69.0,2016
54194,,,,7489,68.0,2016
27324,,,,7490,60.0,2016
29700,,,,7495,92.0,2016
30650,,,,7495,92.0,2016
78591,,,,7500,60.0,2016
47300,,,,7500,75.0,2016
13226,,,,7590,75.0,2016
75077,,,,7650,86.0,2016
18400,,,,7770,60.0,2016
104536,,,,7777,90.0,2016
64275,,,,7777,75.0,2016
96385,,,,7790,101.0,2016
13500,,,,7850,67.0,2016
57306,,,,7880,73.0,2016
123323,,,,7880,110.0,2016
138977,,,,7880,90.0,2016
27452,,,,11500,60.0,2017
82950,,,,11990,110.0,2017
123650,,,,13490,116.0,2017
45800,,,,13690,111.0,2017
50741,,,,13730,86.0,2017
115625,,,,14780,120.0,2017
111508,,,,14890,116.0,2017
25000,,,,14990,132.0,2017
75000,,,,14998,116.0,2017
52625,,,,15480,102.0,2017
73850,,,,15490,150.0,2017
145488,,,,15890,131.0,2017
40212,,,,16830,156.0,2017
67000,,,,16900,136.0,2017
91300,,,,18990,220.0,2017
89000,,,,19900,102.0,2017
58790,,,,22990,190.0,2017
47738,,,,23490,150.0,2017
38988,,,,33850,190.0,2018
178133,,,,33950,258.0,2018
37627,,,,33980,163.0,2018
43287,,,,34430,252.0,2018
21866,,,,35250,190.0,2018
79002,,,,35490,265.0,2018
17176,,,,35950,184.0,2018
26152,,,,35980,190.0,2018
41700,,,,36500,310.0,2018
42460,,,,36790,204.0,2018
98983,,,,36880,265.0,2018
20766,,,,36920,230.0,2018
6600,,,,25990,136.0,2019
23090,,,,25990,150.0,2019
7100,,,,26480,163.0,2019
22000,,,,26480,163.0,2019
11886,,,,26890,150.0,2019
9837,,,,27089,122.0,2019
9900,,,,27480,150.0,2019
18209,,,,27490,136.0,2019
57584,,,,27850,184.0,2019
8089,,,,27859,150.0,2019
30000,,,,27890,150.0,2019
17885,,,,27890,150.0,2019
23457,,,,28450,190.0,2019
47485,,,,28450,190.0,2019
16000,,,,28480,163.0,2019
38400,,,,28490,190.0,2019
20000,,,,33480,190.0,2020
16150,,,,33840,150.0,2020
14480,,,,33870,150.0,2020
13790,,,,33930,150.0,2020
12600,,,,34390,184.0,2020
23171,,,,34990,131.0,2020
11948,,,,35490,131.0,2020
10850,,,,35880,150.0,2020
7000,,,,35980,204.0,2020
7000,,,,36440,150.0,2020
12,,,,36711,190.0,2020
12000,,,,36750,150.0,2020
9,,,,36790,200.0,2020
12,,,,37128,204.0,2020
4000,,,,37440,245.0,2020
14000,,,,37450,150.0,2020
2350,,,,37850,150.0,2020
4900,,,,37980,185.0,2020
24200,,,,37990,194.0,2020
50,,,,24290,150.0,2021
3100,,,,24400,116.0,2021
2100,,,,24900,95.0,2021
1649,,,,24980,150.0,2021
1000,,,,26950,110.0,2021
10,,,,26990,150.0,2021
264,,,,26990,159.0,2021
1000,,,,27250,131.0,2021
16,,,,27990,150.0,2021
1446,,,,28480,132.0,2021
12,,,,28900,114.0,2021
116,,,,28900,114.0,2021
10,,,,28989,218.0,2021
6001,,,,29480,194.0,2021
2100,,,,29900,110.0,2021
2100,,,,30900,150.0,2021
10,,,,30990,150.0,2021
2100,,,,32800,150.0,2021
3000,,,,32890,136.0,2021
5300,,,,32890,116.0,2021
142000,,,,3200,75.0,2011
53998,,,,3245,68.0,2011
180000,,,,3299,94.0,2011
129930,,,,3300,77.0,2011
148200,,,,3300,60.0,2011
228000,,,,3399,109.0,2011
115000,,,,3399,105.0,2011
135000,,,,3400,87.0,2011
125000,,,,3400,61.0,2011
222500,,,,3450,109.0,2011
92000,,,,3450,60.0,2011
124690,,,,3450,87.0,2011
125000,,,,3450,75.0,2011
148467,,,,3490,140.0,2011
49099,,,,3490,65.0,2011
131900,,,,3490,69.0,2011
91000,,,,3499,68.0,2011
180000,,,,3499,120.0,2011
131000,,,,3499,69.0,2011
209000,,,,3499,88.0,2011
70641,,,,4000,68.0,2012
119000,,,,4050,60.0,2012
168800,,,,4100,114.0,2012
151480,,,,4100,82.0,2012
100000,,,,4100,75.0,2012
130000,,,,4100,71.0,2012
203015,,,,4100,116.0,2012
143650,,,,4150,120.0,2012
157700,,,,4190,95.0,2012
80000,,,,4199,69.0,2012
79515,,,,4200,68.0,2012
172630,,,,4200,60.0,2012
130000,,,,4250,86.0,2012
63800,,,,4288,68.0,2012
66400,,,,4350,75.0,2012
125250,,,,4290,69.0,2013
147500,,,,4299,95.0,2013
122000,,,,4299,69.0,2013
155000,,,,4300,75.0,2013
82000,,,,4350,61.0,2013
65600,,,,4390,69.0,2013
106322,,,,4399,86.0,2013
78500,,,,4450,68.0,2013
177500,,,,4450,90.0,2013
68393,,,,4450,75.0,2013
131000,,,,4490,87.0,2013
54000,,,,4490,80.0,2013
43000,,,,4490,75.0,2013
100000,,,,4490,75.0,2013
93384,,,,4499,68.0,2013
79418,,,,4499,69.0,2013
102000,,,,4499,86.0,2013
112000,,,,4499,86.0,2013
84000,,,,4500,58.0,2013
50550,,,,4890,60.0,2014
106700,,,,4900,60.0,2014
119000,,,,4900,68.0,2014
97691,,,,4944,67.0,2014
45000,,,,4949,60.0,2014
69000,,,,4950,60.0,2014
116840,,,,4950,116.0,2014
122200,,,,4950,75.0,2014
90728,,,,4980,68.0,2014
101000,,,,4990,132.0,2014
67000,,,,4990,60.0,2014
132700,,,,4990,86.0,2014
79000,,,,4999,86.0,2014
150000,,,,4999,101.0,2014
56350,,,,4999,75.0,2014
106700,,,,5000,60.0,2014
83000,,,,5000,86.0,2014
70000,,,,5000,68.0,2014
134000,,,,5000,68.0,2014
182000,,,,3450,69.0,2015
182000,,,,3450,69.0,2015
175000,,,,3451,69.0,2015
175000,,,,3451,69.0,2015
22000,,,,4500,75.0,2015
83600,,,,4500,69.0,2015
120000,,,,4500,71.0,2015
91000,,,,4750,69.0,2015
87815,,,,4790,69.0,2015
85625,,,,4790,69.0,2015
108322,,,,4895,77.0,2015
59000,,,,4900,69.0,2015
199000,,,,4900,99.0,2015
103000,,,,4950,60.0,2015
55100,,,,13760,150.0,2016
61332,,,,13980,150.0,2016
89002,,,,14390,147.0,2016
101304,,,,14990,204.0,2016
77000,,,,14999,150.0,2016
26709,,,,15860,116.0,2016
149500,,,,16990,184.0,2016
65903,,,,16990,175.0,2016
124000,,,,17490,150.0,2016
118000,,,,17490,150.0,2016
119560,,,,17990,190.0,2016
83200,,,,18950,150.0,2016
69500,,,,19990,184.0,2016
61200,,,,20000,163.0,2016
48313,,,,20800,155.0,2016
84125,,,,20840,150.0,2016
61000,,,,20990,116.0,2016
42117,,,,20990,185.0,2016
46100,,,,22954,197.0,2016
37731,,,,21670,150.0,2017
30880,,,,21780,150.0,2017
98621,,,,21880,190.0,2017
98527,,,,21930,190.0,2017
140000,,,,21980,224.0,2017
37357,,,,21990,177.0,2017
54580,,,,22480,150.0,2017
38000,,,,22490,245.0,2017
34002,,,,22660,150.0,2017
49689,,,,22750,179.0,2017
76444,,,,22840,150.0,2017
138900,,,,22890,163.0,2017
96050,,,,22990,190.0,2017
99851,,,,22990,150.0,2017
17188,,,,23330,150.0,2017
95000,,,,23444,170.0,2017
11491,,,,23950,165.0,2017
74050,,,,23990,190.0,2017
55643,,,,23990,179.0,2017
91315,,,,24480,190.0,2017
70129,,,,23990,150.0,2018
22445,,,,23990,150.0,2018
50332,,,,23990,242.0,2018
21252,,,,24330,179.0,2018
44575,,,,24345,175.0,2018
77000,,,,24444,136.0,2018
79660,,,,24590,184.0,2018
45345,,,,24685,179.0,2018
31779,,,,24850,179.0,2018
53938,,,,24940,150.0,2018
25862,,,,24980,150.0,2018
42360,,,,24985,179.0,2018
26888,,,,24990,150.0,2018
57940,,,,24990,150.0,2018
19837,,,,24990,177.0,2018
28174,,,,24990,141.0,2018
25804,,,,25390,175.0,2018
99850,,,,25490,190.0,2018
60189,,,,25490,224.0,2018
23050,,,,25585,242.0,2018
19695,,,,20990,165.0,2019
51447,,,,21100,150.0,2019
30681,,,,21200,120.0,2019
10300,,,,21291,98.0,2019
29900,,,,21350,150.0,2019
25526,,,,21440,116.0,2019
97311,,,,21480,150.0,2019
42762,,,,21490,121.0,2019
24900,,,,21750,150.0,2019
10,,,,21975,179.0,2019
10,,,,21975,179.0,2019
41959,,,,21990,121.0,2019
5126,,,,21990,101.0,2019
39851,,,,22449,150.0,2019
45080,,,,22490,188.0,2019
16000,,,,22490,182.0,2019
19502,,,,22490,109.0,2019
35422,,,,22749,150.0,2019
35422,,,,22749,150.0,2019
1693,,,,22850,120.0,2019
6316,,,,18450,131.0,2020
5,,,,18480,120.0,2020
29,,,,18490,125.0,2020
10952,,,,18490,125.0,2020
2159,,,,18589,101.0,2020
23277,,,,18590,140.0,2020
11200,,,,18590,131.0,2020
1505,,,,18749,116.0,2020
7890,,,,18799,129.0,2020
7890,,,,18799,129.0,2020
11551,,,,18900,102.0,2020
1200,,,,18950,110.0,2020
4800,,,,18950,125.0,2020
7500,,,,18950,140.0,2020
11700,,,,18950,125.0,2020
9828,,,,18950,145.0,2020
5,,,,18970,131.0,2020
5,,,,18970,114.0,2020
5,,,,18970,114.0,2020
5,,,,18970,114.0,2020
216000,,,,3399,110.0,2011
135000,,,,3400,87.0,2011
135628,,,,3400,156.0,2011
121000,,,,3400,80.0,2011
222500,,,,3450,109.0,2011
61000,,,,3450,68.0,2011
125000,,,,3450,75.0,2011
128000,,,,3450,69.0,2011
96239,,,,3479,69.0,2011
75535,,,,3490,77.0,2011
131000,,,,3499,69.0,2011
100000,,,,3499,60.0,2011
121000,,,,3500,84.0,2011
58000,,,,3500,75.0,2011
103200,,,,3500,95.0,2011
89000,,,,3500,75.0,2011
183000,,,,3550,90.0,2011
130000,,,,3599,68.0,2011
139500,,,,3600,82.0,2011
97000,,,,3600,75.0,2012
111260,,,,3680,60.0,2012
207000,,,,3700,90.0,2012
102000,,,,3700,61.0,2012
79000,,,,3700,75.0,2012
60798,,,,3750,69.0,2012
95200,,,,3799,69.0,2012
103414,,,,3800,60.0,2012
114000,,,,3800,69.0,2012
104000,,,,3800,69.0,2012
94000,,,,3850,69.0,2012
142502,,,,3888,75.0,2012
140000,,,,3950,98.0,2012
72000,,,,3950,73.0,2012
173650,,,,3950,95.0,2012
92000,,,,3950,82.0,2012
79000,,,,3950,75.0,2012
133249,,,,3950,69.0,2012
110576,,,,3987,69.0,2012
112000,,,,3990,69.0,2012
36000,,,,4200,68.0,2013
74100,,,,4290,69.0,2013
160000,,,,4290,125.0,2013
114253,,,,4290,69.0,2013
50800,,,,4300,68.0,2013
90469,,,,4300,60.0,2013
106322,,,,4399,86.0,2013
127000,,,,4400,60.0,2013
64200,,,,4400,88.0,2013
63500,,,,4444,75.0,2013
52000,,,,4450,75.0,2013
97742,,,,4450,60.0,2013
84400,,,,4450,60.0,2013
179000,,,,4450,140.0,2013
78944,,,,4490,75.0,2013
78270,,,,4490,68.0,2013
100000,,,,4490,75.0,2013
86000,,,,4490,75.0,2013
107600,,,,4499,69.0,2013
102000,,,,4499,86.0,2013
77200,,,,4650,69.0,2014
125100,,,,4660,71.0,2014
63000,,,,4750,75.0,2014
104473,,,,4800,60.0,2014
126000,,,,4850,140.0,2014
76000,,,,4888,69.0,2014
150900,,,,4899,60.0,2014
131795,,,,4900,87.0,2014
53000,,,,4900,69.0,2014
60000,,,,4900,68.0,2014
97691,,,,4944,67.0,2014
90000,,,,4950,69.0,2014
116840,,,,4950,116.0,2014
138000,,,,4950,68.0,2014
25000,,,,4990,68.0,2014
146444,,,,4990,90.0,2014
48480,,,,4990,68.0,2014
116000,,,,4990,60.0,2014
182000,,,,3450,69.0,2015
182000,,,,3450,69.0,2015
175000,,,,3451,69.0,2015
175000,,,,3451,69.0,2015
115000,,,,3990,69.0,2015
108600,,,,4490,60.0,2015
83600,,,,4500,69.0,2015
100000,,,,4799,67.0,2015
118000,,,,4799,80.0,2015
100000,,,,4799,60.0,2015
147000,,,,4800,67.0,2015
61000,,,,4800,71.0,2015
108900,,,,4890,75.0,2015
93395,,,,4890,60.0,2015
108322,,,,4895,77.0,2015
80272,,,,4900,69.0,2015
111000,,,,4999,60.0,2015
84000,,,,4999,71.0,2015
55000,,,,11760,116.0,2016
46675,,,,12190,110.0,2016
46543,,,,12195,102.0,2016
51724,,,,12855,90.0,2016
51000,,,,12860,132.0,2016
90000,,,,12990,165.0,2016
77390,,,,12995,116.0,2016
90100,,,,13450,117.0,2016
66420,,,,13722,192.0,2016
47239,,,,13855,125.0,2016
61534,,,,13860,136.0,2016
168200,,,,13950,184.0,2016
32239,,,,13950,110.0,2016
68375,,,,13990,147.0,2016
200,,,,13990,110.0,2016
25000,,,,13990,125.0,2016
17783,,,,13995,140.0,2016
47000,,,,14200,105.0,2016
112278,,,,14300,150.0,2016
85068,,,,14488,131.0,2016
53554,,,,30220,190.0,2017
73800,,,,30777,211.0,2017
16500,,,,30888,194.0,2017
67500,,,,30888,194.0,2017
27000,,,,31690,179.0,2017
43571,,,,31950,170.0,2017
50000,,,,32666,204.0,2017
94277,,,,32790,262.0,2017
29973,,,,33650,252.0,2017
20376,,,,33815,220.0,2017
79371,,,,37970,235.0,2017
74296,,,,37990,340.0,2017
53966,,,,31770,190.0,2018
74749,,,,31858,220.0,2018
74370,,,,31990,239.0,2018
14629,,,,32450,179.0,2018
23573,,,,32490,190.0,2018
31560,,,,32592,190.0,2018
80695,,,,32802,220.0,2018
40365,,,,33660,235.0,2018
39635,,,,33880,190.0,2018
60203,,,,33960,235.0,2018
48401,,,,33980,184.0,2018
48404,,,,33990,235.0,2018
38403,,,,34480,190.0,2018
87233,,,,34790,235.0,2018
90671,,,,34880,235.0,2018
37427,,,,34920,310.0,2018
74731,,,,34930,235.0,2018
48350,,,,34940,190.0,2018
67222,,,,35770,190.0,2018
69376,,,,35880,235.0,2018
26161,,,,33950,310.0,2019
52673,,,,33960,204.0,2019
14973,,,,33990,190.0,2019
2473,,,,34390,190.0,2019
36691,,,,34500,150.0,2019
25178,,,,34980,190.0,2019
13370,,,,35435,239.0,2019
24027,,,,35440,204.0,2019
15522,,,,35870,300.0,2019
27289,,,,35900,150.0,2019
13390,,,,35990,190.0,2019
1850,,,,35990,200.0,2019
11302,,,,36440,190.0,2019
9950,,,,36685,184.0,2019
42608,,,,36790,250.0,2019
7750,,,,36850,177.0,2019
20710,,,,36880,340.0,2019
22110,,,,36980,190.0,2019
12845,,,,37390,163.0,2019
18880,,,,37590,272.0,2019
13778,,,,27790,136.0,2020
11029,,,,27852,150.0,2020
19794,,,,27890,150.0,2020
6748,,,,27891,150.0,2020
15560,,,,27950,150.0,2020
9439,,,,27960,150.0,2020
15856,,,,28190,280.0,2020
10,,,,28249,170.0,2020
9999,,,,28328,150.0,2020
16643,,,,28360,190.0,2020
37999,,,,28440,150.0,2020
29815,,,,28690,150.0,2020
10,,,,28780,150.0,2020
4444,,,,28790,150.0,2020
11397,,,,28880,204.0,2020
27351,,,,28969,190.0,2020
10,,,,29390,150.0,2020
15,,,,29490,150.0,2020
10,,,,29630,145.0,2020
4230,,,,29739,150.0,2020
10,,,,28690,150.0,2021
15,,,,28890,150.0,2021
10,,,,28950,131.0,2021
10,,,,28990,150.0,2021
10,,,,28990,150.0,2021
1500,,,,29190,109.0,2021
25,,,,29890,150.0,2021
15,,,,29990,204.0,2021
10,,,,30489,150.0,2021
4900,,,,30773,131.0,2021
10,,,,31220,150.0,2021
1500,,,,31445,184.0,2021
35,,,,31490,150.0,2021
25,,,,31490,150.0,2021
10,,,,31490,218.0,2021
10,,,,31785,150.0,2021
1001,,,,31920,110.0,2021
3000,,,,31950,136.0,2021
1000,,,,31950,136.0,2021
20,,,,31990,150.0,2021
107300,,,,6500,116.0,2011
140000,,,,6500,120.0,2011
114976,,,,6590,69.0,2011
158000,,,,6590,160.0,2011
38500,,,,6650,80.0,2011
36100,,,,6690,120.0,2011
131400,,,,6800,105.0,2011
92000,,,,6850,94.0,2011
220000,,,,6850,170.0,2011
108750,,,,6880,116.0,2011
228729,,,,6890,105.0,2011
61890,,,,6890,120.0,2011
94300,,,,6900,120.0,2011
119000,,,,6900,117.0,2011
114500,,,,6950,156.0,2011
167550,,,,6950,105.0,2011
114900,,,,6950,80.0,2011
69320,,,,6975,94.0,2011
33000,,,,6980,69.0,2012
89390,,,,6985,117.0,2012
150000,,,,6990,122.0,2012
139000,,,,6990,109.0,2012
117005,,,,6990,131.0,2012
94378,,,,6990,140.0,2012
67000,,,,6990,69.0,2012
125000,,,,6999,105.0,2012
136600,,,,7000,131.0,2012
45051,,,,7000,75.0,2012
89012,,,,7198,105.0,2012
93300,,,,7200,69.0,2012
93125,,,,7250,105.0,2012
122811,,,,7300,122.0,2012
33000,,,,7330,82.0,2012
73626,,,,7350,156.0,2012
98800,,,,7370,86.0,2012
81208,,,,7400,116.0,2012
91000,,,,7400,136.0,2012
57000,,,,7650,69.0,2013
92500,,,,7650,90.0,2013
53700,,,,7650,60.0,2013
99981,,,,7650,117.0,2013
169600,,,,7650,105.0,2013
192390,,,,7680,163.0,2013
100465,,,,7750,105.0,2013
82000,,,,7790,99.0,2013
60000,,,,7790,87.0,2013
96488,,,,7790,116.0,2013
124700,,,,7800,105.0,2013
96030,,,,7880,131.0,2013
159900,,,,7900,105.0,2013
221000,,,,7900,140.0,2013
192756,,,,7945,150.0,2013
134135,,,,7945,101.0,2013
206394,,,,7980,136.0,2013
88996,,,,7980,120.0,2013
133900,,,,7990,105.0,2013
93230,,,,8490,120.0,2014
140000,,,,8500,136.0,2014
72000,,,,8500,99.0,2014
56200,,,,8550,86.0,2014
94000,,,,8590,135.0,2014
63000,,,,8590,120.0,2014
210000,,,,8600,140.0,2014
64700,,,,8630,75.0,2014
134084,,,,8650,105.0,2014
124900,,,,8690,109.0,2014
89499,,,,8690,99.0,2014
97000,,,,8750,135.0,2014
122000,,,,8790,90.0,2014
21936,,,,8790,48.0,2014
105192,,,,8800,116.0,2014
121200,,,,8800,116.0,2014
139865,,,,8845,105.0,2014
66336,,,,8898,110.0,2014
65400,,,,8900,80.0,2014
164000,,,,8950,136.0,2014
55982,,,,7990,71.0,2015
43990,,,,7990,80.0,2015
31974,,,,7990,75.0,2015
96000,,,,8000,120.0,2015
43000,,,,8100,90.0,2015
94700,,,,8180,116.0,2015
48180,,,,8250,69.0,2015
71480,,,,8290,80.0,2015
63018,,,,8350,90.0,2015
123000,,,,8379,101.0,2015
43221,,,,8390,90.0,2015
99055,,,,8399,95.0,2015
168574,,,,8400,163.0,2015
77243,,,,8450,75.0,2015
56000,,,,8450,75.0,2015
38989,,,,8450,90.0,2015
60000,,,,8450,71.0,2015
63740,,,,8470,135.0,2015
84233,,,,8480,125.0,2015
143400,,,,8490,116.0,2015
38500,,,,7700,71.0,2016
164211,,,,7780,110.0,2016
164211,,,,7780,110.0,2016
187970,,,,7780,150.0,2016
70000,,,,7800,75.0,2016
43500,,,,7900,90.0,2016
148000,,,,7900,105.0,2016
43126,,,,7900,60.0,2016
64480,,,,7945,60.0,2016
57163,,,,7950,60.0,2016
72092,,,,7950,82.0,2016
151899,,,,7950,95.0,2016
166712,,,,7980,141.0,2016
166712,,,,7980,141.0,2016
165145,,,,7980,136.0,2016
154537,,,,7980,136.0,2016
32000,,,,18950,150.0,2017
43465,,,,19480,170.0,2017
43808,,,,19998,177.0,2017
68937,,,,20884,136.0,2017
67015,,,,23450,260.0,2017
45821,,,,25980,260.0,2017
63300,,,,28880,190.0,2017
88500,,,,32963,194.0,2017
13413,,,,36880,238.0,2017
53355,,,,7490,60.0,2017
77600,,,,7950,75.0,2017
55000,,,,7990,60.0,2017
93456,,,,8600,75.0,2017
195800,,,,8990,102.0,2017
217989,,,,9490,102.0,2017
35654,,,,9990,86.0,2017
11977,,,,10490,86.0,2017
29846,,,,10590,86.0,2017
49815,,,,10690,105.0,2017
16851,,,,29899,184.0,2018
62000,,,,35999,333.0,2018
49589,,,,9450,90.0,2018
34935,,,,9880,75.0,2018
76730,,,,10490,110.0,2018
19435,,,,11300,90.0,2018
55700,,,,13900,125.0,2018
45499,,,,13900,125.0,2018
28960,,,,13950,125.0,2018
15950,,,,13990,125.0,2018
41490,,,,13990,125.0,2018
117167,,,,14600,150.0,2018
11836,,,,14990,101.0,2018
76187,,,,14995,131.0,2018
41500,,,,15750,140.0,2018
77300,,,,16900,150.0,2018
47500,,,,16990,110.0,2018
54000,,,,17255,105.0,2018
43700,,,,17490,125.0,2018
